H 45
H This is a preprocessor file for the directory: m3z1m3/H5_surf
H At the time of the creation of this file there were 45 h5 files.
  M3.00Z.0010.0032001.surf.h5-cyc  M3.00Z.0010.0032001.surf.h5-age  M3.00Z.0010.0028001.surf.h5-cyc  M3.00Z.0010.0028001.surf.h5-age  M3.00Z.0010.0009001.surf.h5-cyc  M3.00Z.0010.0009001.surf.h5-age  M3.00Z.0010.0014001.surf.h5-cyc  M3.00Z.0010.0014001.surf.h5-age  M3.00Z.0010.0038001.surf.h5-cyc  M3.00Z.0010.0038001.surf.h5-age  M3.00Z.0010.0020001.surf.h5-cyc  M3.00Z.0010.0020001.surf.h5-age  M3.00Z.0010.0042001.surf.h5-cyc  M3.00Z.0010.0042001.surf.h5-age  M3.00Z.0010.0030001.surf.h5-cyc  M3.00Z.0010.0030001.surf.h5-age  M3.00Z.0010.0018001.surf.h5-cyc  M3.00Z.0010.0018001.surf.h5-age  M3.00Z.0010.0043001.surf.h5-cyc  M3.00Z.0010.0043001.surf.h5-age  M3.00Z.0010.0036001.surf.h5-cyc  M3.00Z.0010.0036001.surf.h5-age  M3.00Z.0010.0012001.surf.h5-cyc  M3.00Z.0010.0012001.surf.h5-age  M3.00Z.0010.0039001.surf.h5-cyc  M3.00Z.0010.0039001.surf.h5-age  M3.00Z.0010.0026001.surf.h5-cyc  M3.00Z.0010.0026001.surf.h5-age  M3.00Z.0010.0017001.surf.h5-cyc  M3.00Z.0010.0017001.surf.h5-age  M3.00Z.0010.0044001.surf.h5-cyc  M3.00Z.0010.0044001.surf.h5-age  M3.00Z.0010.0027001.surf.h5-cyc  M3.00Z.0010.0027001.surf.h5-age  M3.00Z.0010.0002001.surf.h5-cyc  M3.00Z.0010.0002001.surf.h5-age  M3.00Z.0010.0023001.surf.h5-cyc  M3.00Z.0010.0023001.surf.h5-age  M3.00Z.0010.0005001.surf.h5-cyc  M3.00Z.0010.0005001.surf.h5-age  M3.00Z.0010.0008001.surf.h5-cyc  M3.00Z.0010.0008001.surf.h5-age  M3.00Z.0010.0006001.surf.h5-cyc  M3.00Z.0010.0006001.surf.h5-age  M3.00Z.0010.0024001.surf.h5-cyc  M3.00Z.0010.0024001.surf.h5-age  M3.00Z.0010.0033001.surf.h5-cyc  M3.00Z.0010.0033001.surf.h5-age  M3.00Z.0010.0007001.surf.h5-cyc  M3.00Z.0010.0007001.surf.h5-age  M3.00Z.0010.0016001.surf.h5-cyc  M3.00Z.0010.0016001.surf.h5-age  M3.00Z.0010.0019001.surf.h5-cyc  M3.00Z.0010.0019001.surf.h5-age  M3.00Z.0010.0035001.surf.h5-cyc  M3.00Z.0010.0035001.surf.h5-age  M3.00Z.0010.0031001.surf.h5-cyc  M3.00Z.0010.0031001.surf.h5-age  M3.00Z.0010.0015001.surf.h5-cyc  M3.00Z.0010.0015001.surf.h5-age  M3.00Z.0010.0010001.surf.h5-cyc  M3.00Z.0010.0010001.surf.h5-age  M3.00Z.0010.0000001.surf.h5-cyc  M3.00Z.0010.0000001.surf.h5-age  M3.00Z.0010.0001001.surf.h5-cyc  M3.00Z.0010.0001001.surf.h5-age  M3.00Z.0010.0034001.surf.h5-cyc  M3.00Z.0010.0034001.surf.h5-age  M3.00Z.0010.0022001.surf.h5-cyc  M3.00Z.0010.0022001.surf.h5-age  M3.00Z.0010.0013001.surf.h5-cyc  M3.00Z.0010.0013001.surf.h5-age  M3.00Z.0010.0021001.surf.h5-cyc  M3.00Z.0010.0021001.surf.h5-age  M3.00Z.0010.0025001.surf.h5-cyc  M3.00Z.0010.0025001.surf.h5-age  M3.00Z.0010.0041001.surf.h5-cyc  M3.00Z.0010.0041001.surf.h5-age  M3.00Z.0010.0029001.surf.h5-cyc  M3.00Z.0010.0029001.surf.h5-age  M3.00Z.0010.0003001.surf.h5-cyc  M3.00Z.0010.0003001.surf.h5-age  M3.00Z.0010.0040001.surf.h5-cyc  M3.00Z.0010.0040001.surf.h5-age  M3.00Z.0010.0004001.surf.h5-cyc  M3.00Z.0010.0004001.surf.h5-age  M3.00Z.0010.0037001.surf.h5-cyc  M3.00Z.0010.0037001.surf.h5-age  M3.00Z.0010.0011001.surf.h5-cyc  M3.00Z.0010.0011001.surf.h5-age
  32193.0000                       9374849532937976.0000            28193.0000                       9374480497920460.0000            9193.0000                        9371978522431502.0000            14193.0000                       9372916997733324.0000            38193.0000                       9375281437411770.0000            20193.0000                       9373672748671730.0000            42193.0000                       9375629366144678.0000            30193.0000                       9374483340377250.0000            18193.0000                       9373300787685060.0000            43193.0000                       9375630336026902.0000            3.1416                           3.1416                           12193.0000                       9372389128143210.0000            3.1416                           3.1416                           26193.0000                       9374094890487552.0000            17193.0000                       9373288415334962.0000            44193.0000                       9375687768241414.0000            27193.0000                       9374292457285034.0000            2193.0000                        9309737596781350.0000            23193.0000                       9373816665335980.0000            5193.0000                        9371387684397208.0000            8193.0000                        9371889236369368.0000            6193.0000                        9371487437383802.0000            24193.0000                       9374086140109140.0000            33193.0000                       9374868061033948.0000            7193.0000                        9371722697530022.0000            16193.0000                       9372931209144128.0000            19193.0000                       9373382086893642.0000            35193.0000                       9374985946579920.0000            31193.0000                       9374615887476426.0000            15193.0000                       9372918233487746.0000            10193.0000                       9372231690785660.0000            193.0000                         85577046924.7099                 1193.0000                        7927580721272005.0000            34193.0000                       9374872378944878.0000            22193.0000                       9373696909496666.0000            13193.0000                       9372719377275192.0000            21193.0000                       9373692634265688.0000            25193.0000                       9374092512825332.0000            41193.0000                       9375628203430612.0000            29193.0000                       9374480891301104.0000            3193.0000                        9369956879601580.0000            40193.0000                       9375601212347420.0000            4193.0000                        9371134832376246.0000            3.1416                           3.1416                           11193.0000                       9372387817100560.0000          
  32194.0000                       9374849753183860.0000            28194.0000                       9374480499646022.0000            9194.0000                        9371978530222560.0000            14194.0000                       9372916998262132.0000            38194.0000                       9375281608804948.0000            20194.0000                       9373673018909550.0000            42194.0000                       9375629367467350.0000            30194.0000                       9374483353048190.0000            18194.0000                       9373300794230532.0000            43194.0000                       9375630337056994.0000            3.1416                           3.1416                           12194.0000                       9372389155083234.0000            3.1416                           3.1416                           26194.0000                       9374094891057456.0000            17194.0000                       9373288613455138.0000            44194.0000                       9375687969901310.0000            27194.0000                       9374292702097930.0000            2194.0000                        9309759246267800.0000            23194.0000                       9373816973117302.0000            5194.0000                        9371388619101896.0000            8194.0000                        9371889906590322.0000            6194.0000                        9371487525389418.0000            24194.0000                       9374086247826522.0000            33194.0000                       9374868061347260.0000            7194.0000                        9371722698698438.0000            16194.0000                       9372931458518024.0000            19194.0000                       9373382406141128.0000            35194.0000                       9374986203483630.0000            31194.0000                       9374616151236670.0000            15194.0000                       9372918237461352.0000            10194.0000                       9372232152539000.0000            194.0000                         87060596050.1700                 1194.0000                        7928185479906780.0000            34194.0000                       9374872378954372.0000            22194.0000                       9373696909501026.0000            13194.0000                       9372719717750970.0000            21194.0000                       9373692634457396.0000            25194.0000                       9374092513380414.0000            41194.0000                       9375628203451716.0000            29194.0000                       9374480894471358.0000            3194.0000                        9369957126709198.0000            40194.0000                       9375601355455258.0000            4194.0000                        9371135349131242.0000            3.1416                           3.1416                           11194.0000                       9372387817185762.0000          
  32195.0000                       9374849973233108.0000            28195.0000                       9374480501362604.0000            9195.0000                        9371978537990560.0000            14195.0000                       9372916998778408.0000            38195.0000                       9375281779469768.0000            20195.0000                       9373673287274272.0000            42195.0000                       9375629368794252.0000            30195.0000                       9374483365705024.0000            18195.0000                       9373300800832244.0000            43195.0000                       9375630338094434.0000            3.1416                           3.1416                           12195.0000                       9372389185048958.0000            3.1416                           3.1416                           26195.0000                       9374094891686082.0000            17195.0000                       9373288808560570.0000            44195.0000                       9375688171287632.0000            27195.0000                       9374292946792868.0000            2195.0000                        9309780733985016.0000            23195.0000                       9373817282929172.0000            5195.0000                        9371389548856458.0000            8195.0000                        9371890578187704.0000            6195.0000                        9371487613052074.0000            24195.0000                       9374086353804274.0000            33195.0000                       9374868061654576.0000            7195.0000                        9371722700100538.0000            16195.0000                       9372931702356682.0000            19195.0000                       9373382725920232.0000            35195.0000                       9374986461017498.0000            31195.0000                       9374616415332094.0000            15195.0000                       9372918241261394.0000            10195.0000                       9372232615502234.0000            195.0000                         88567450613.5235                 1195.0000                        7928780075622076.0000            34195.0000                       9374872378963122.0000            22195.0000                       9373696909505674.0000            13195.0000                       9372720059312500.0000            21195.0000                       9373692634645390.0000            25195.0000                       9374092513930598.0000            41195.0000                       9375628203472448.0000            29195.0000                       9374480897585934.0000            3195.0000                        9369957372302036.0000            40195.0000                       9375601498666768.0000            4195.0000                        9371135864644756.0000            3.1416                           3.1416                           11195.0000                       9372387817270784.0000          
  32196.0000                       9374850194088166.0000            28196.0000                       9374480503070418.0000            9196.0000                        9371978545738846.0000            14196.0000                       9372916999257672.0000            38196.0000                       9375281949815830.0000            20196.0000                       9373673553647020.0000            42196.0000                       9375629370126498.0000            30196.0000                       9374483378348498.0000            18196.0000                       9373300807428698.0000            43196.0000                       9375630339133722.0000            3.1416                           3.1416                           12196.0000                       9372389219033668.0000            3.1416                           3.1416                           26196.0000                       9374094892235382.0000            17196.0000                       9373289000665066.0000            44196.0000                       9375688372320822.0000            27196.0000                       9374293191816264.0000            2196.0000                        9309806519245676.0000            23196.0000                       9373817593220012.0000            5196.0000                        9371390473097122.0000            8196.0000                        9371891247500920.0000            6196.0000                        9371487700418728.0000            24196.0000                       9374086458064928.0000            33196.0000                       9374868061957198.0000            7196.0000                        9371722701476366.0000            16196.0000                       9372931940807422.0000            19196.0000                       9373383045541906.0000            35196.0000                       9374986718067754.0000            31196.0000                       9374616679729462.0000            15196.0000                       9372918244932498.0000            10196.0000                       9372233079250040.0000            196.0000                         90097238935.5894                 1196.0000                        7929364088299966.0000            34196.0000                       9374872378971340.0000            22196.0000                       9373696909510508.0000            13196.0000                       9372720400797990.0000            21196.0000                       9373692634830434.0000            25196.0000                       9374092514477200.0000            41196.0000                       9375628203492924.0000            29196.0000                       9374480900658660.0000            3196.0000                        9369957667013440.0000            40196.0000                       9375601641695566.0000            4196.0000                        9371136379400930.0000            3.1416                           3.1416                           11196.0000                       9372387817355628.0000          
  32197.0000                       9374850415693184.0000            28197.0000                       9374480504770274.0000            9197.0000                        9371978553470352.0000            14197.0000                       9372916999723718.0000            38197.0000                       9375282119934698.0000            20197.0000                       9373673817906500.0000            42197.0000                       9375629371465436.0000            30197.0000                       9374483390979626.0000            18197.0000                       9373300814003352.0000            43197.0000                       9375630340159942.0000            3.1416                           3.1416                           12197.0000                       9372389258096990.0000            3.1416                           3.1416                           26197.0000                       9374094892823824.0000            17197.0000                       9373289189827144.0000            44197.0000                       9375688572544508.0000            27197.0000                       9374293438181584.0000            2197.0000                        9309832085875580.0000            23197.0000                       9373817901799070.0000            5197.0000                        9371391391938854.0000            8197.0000                        9371891911381836.0000            6197.0000                        9371487787535880.0000            24197.0000                       9374086560629016.0000            33197.0000                       9374868062256096.0000            7197.0000                        9371722702831186.0000            16197.0000                       9372932173752288.0000            19197.0000                       9373383364779182.0000            35197.0000                       9374986974606154.0000            31197.0000                       9374616944310554.0000            15197.0000                       9372918248026136.0000            10197.0000                       9372233540464608.0000            197.0000                         91644557802.2615                 1197.0000                        7929937568221825.0000            34197.0000                       9374872378979408.0000            22197.0000                       9373696909515494.0000            13197.0000                       9372720743089980.0000            21197.0000                       9373692635013154.0000            25197.0000                       9374092515021334.0000            41197.0000                       9375628203513238.0000            29197.0000                       9374480903701396.0000            3197.0000                        9369957960707834.0000            40197.0000                       9375601784968062.0000            4197.0000                        9371136893809606.0000            3.1416                           3.1416                           11197.0000                       9372387817440320.0000          
  32198.0000                       9374850637405364.0000            28198.0000                       9374480506461744.0000            9198.0000                        9371978561195284.0000            14198.0000                       9372917000139810.0000            38198.0000                       9375282290555934.0000            20198.0000                       9373674079988760.0000            42198.0000                       9375629372791706.0000            30198.0000                       9374483403599326.0000            18198.0000                       9373300820504806.0000            43198.0000                       9375630341178870.0000            3.1416                           3.1416                           12198.0000                       9372389303523564.0000            3.1416                           3.1416                           26198.0000                       9374094893529954.0000            17198.0000                       9373289376062100.0000            44198.0000                       9375688772303132.0000            27198.0000                       9374293685679364.0000            2198.0000                        9309862765831464.0000            23198.0000                       9373818210209070.0000            5198.0000                        9371392308140810.0000            8198.0000                        9371892571820396.0000            6198.0000                        9371487874446138.0000            24198.0000                       9374086661524916.0000            33198.0000                       9374868062552120.0000            7198.0000                        9371722704169424.0000            16198.0000                       9372932399167872.0000            19198.0000                       9373383684486904.0000            35198.0000                       9374987230773716.0000            31198.0000                       9374617209409310.0000            15198.0000                       9372918250912914.0000            10198.0000                       9372233999039330.0000            198.0000                         93209179914.7367                 1198.0000                        7930500522681827.0000            34198.0000                       9374872378987288.0000            22198.0000                       9373696909520452.0000            13198.0000                       9372721086368182.0000            21198.0000                       9373692635194062.0000            25198.0000                       9374092515563956.0000            41198.0000                       9375628203533474.0000            29198.0000                       9374480906723166.0000            3198.0000                        9369958313141106.0000            40198.0000                       9375601928120838.0000            4198.0000                        9371137511100018.0000            3.1416                           3.1416                           11198.0000                       9372387817524878.0000          
  32199.0000                       9374850859106896.0000            28199.0000                       9374480508143806.0000            9199.0000                        9371978568947958.0000            14199.0000                       9372917000639120.0000            38199.0000                       9375282461330178.0000            20199.0000                       9373674339793936.0000            42199.0000                       9375629374092036.0000            30199.0000                       9374483416208342.0000            18199.0000                       9373300826942350.0000            43199.0000                       9375630342210490.0000            3.1416                           3.1416                           12199.0000                       9372389356450304.0000            3.1416                           3.1416                           26199.0000                       9374094894252986.0000            17199.0000                       9373289559424128.0000            44199.0000                       9375688972017588.0000            27199.0000                       9374293933370906.0000            2199.0000                        9309893413578286.0000            23199.0000                       9373818519885692.0000            5199.0000                        9371393220508864.0000            8199.0000                        9371893231735702.0000            6199.0000                        9371487961195844.0000            24199.0000                       9374086760773982.0000            33199.0000                       9374868062845978.0000            7199.0000                        9371722705494018.0000            16199.0000                       9372932615736508.0000            19199.0000                       9373384004374156.0000            35199.0000                       9374987487228988.0000            31199.0000                       9374617474918112.0000            15199.0000                       9372918253740680.0000            10199.0000                       9372234456757440.0000            199.0000                         94794831968.8022                 1199.0000                        7931052965929390.0000            34199.0000                       9374872378995366.0000            22199.0000                       9373696909525500.0000            13199.0000                       9372721429261054.0000            21199.0000                       9373692635373588.0000            25199.0000                       9374092516105888.0000            41199.0000                       9375628203553708.0000            29199.0000                       9374480909731822.0000            3199.0000                        9369958736061032.0000            40199.0000                       9375602070875930.0000            4199.0000                        9371138116021196.0000            3.1416                           3.1416                           11199.0000                       9372387817609274.0000          
  32200.0000                       9374851081619312.0000            28200.0000                       9374480509815928.0000            9200.0000                        9371978576730784.0000            14200.0000                       9372917001125616.0000            38200.0000                       9375282632035116.0000            20200.0000                       9373674597273584.0000            42200.0000                       9375629375386038.0000            30200.0000                       9374483428807818.0000            18200.0000                       9373300833348412.0000            43200.0000                       9375630343250378.0000            3.1416                           3.1416                           12200.0000                       9372389416917504.0000            3.1416                           3.1416                           26200.0000                       9374094895048470.0000            17200.0000                       9373289739947468.0000            44200.0000                       9375689171612580.0000            27200.0000                       9374294180928066.0000            2200.0000                        9309930190874472.0000            23200.0000                       9373818828935962.0000            5200.0000                        9371394131591090.0000            8200.0000                        9371893891648166.0000            6200.0000                        9371488047823600.0000            24200.0000                       9374086858400496.0000            33200.0000                       9374868063138268.0000            7200.0000                        9371722706804874.0000            16200.0000                       9372932822459372.0000            19200.0000                       9373384324031404.0000            35200.0000                       9374987743742284.0000            31200.0000                       9374617738664762.0000            15200.0000                       9372918256622744.0000            10200.0000                       9372234915558018.0000            200.0000                         96403558526.6396                 1200.0000                        7931595656831162.0000            34200.0000                       9374872379004272.0000            22200.0000                       9373696909530734.0000            13200.0000                       9372721771468518.0000            21200.0000                       9373692635552096.0000            25200.0000                       9374092516756206.0000            41200.0000                       9375628203577988.0000            29200.0000                       9374480912734322.0000            3200.0000                        9369959243564944.0000            40200.0000                       9375602213564738.0000            4200.0000                        9371138710930800.0000            3.1416                           3.1416                           11200.0000                       9372387817693572.0000          
  32201.0000                       9374851305895608.0000            28201.0000                       9374480511477856.0000            9201.0000                        9371978584527894.0000            14201.0000                       9372917001600740.0000            38201.0000                       9375282802519260.0000            20201.0000                       9373674852340666.0000            42201.0000                       9375629376684680.0000            30201.0000                       9374483441398650.0000            18201.0000                       9373300839757360.0000            43201.0000                       9375630344279612.0000            3.1416                           3.1416                           12201.0000                       9372389484198558.0000            3.1416                           3.1416                           26201.0000                       9374094896003050.0000            17201.0000                       9373289917663442.0000            44201.0000                       9375689371413946.0000            27201.0000                       9374294428732850.0000            2201.0000                        9309974323629896.0000            23201.0000                       9373819137976696.0000            5201.0000                        9371395042890578.0000            8201.0000                        9371894550025268.0000            6201.0000                        9371488134393264.0000            24201.0000                       9374086954419052.0000            33201.0000                       9374868063429504.0000            7201.0000                        9371722708104854.0000            16201.0000                       9372933017434712.0000            19201.0000                       9373384645293618.0000            35201.0000                       9374987999900230.0000            31201.0000                       9374618001337834.0000            15201.0000                       9372918260006796.0000            10201.0000                       9372235376244986.0000            201.0000                         98036539320.0205                 1201.0000                        7932128689626882.0000            34201.0000                       9374872379013516.0000            22201.0000                       9373696909535938.0000            13201.0000                       9372722113105866.0000            21201.0000                       9373692635729898.0000            25201.0000                       9374092517394078.0000            41201.0000                       9375628203601964.0000            29201.0000                       9374480915736306.0000            3201.0000                        9369959852569638.0000            40201.0000                       9375602356516488.0000            4201.0000                        9371139297886564.0000            3.1416                           3.1416                           11201.0000                       9372387817777760.0000          
  32202.0000                       9374851530168392.0000            28202.0000                       9374480513129538.0000            9202.0000                        9371978592297632.0000            14202.0000                       9372917002065566.0000            38202.0000                       9375282973108812.0000            20202.0000                       9373675104979500.0000            42202.0000                       9375629377983866.0000            30202.0000                       9374483453982286.0000            18202.0000                       9373300846279468.0000            43202.0000                       9375630345302432.0000            3.1416                           3.1416                           12202.0000                       9372389556999830.0000            3.1416                           3.1416                           26202.0000                       9374094897148546.0000            17202.0000                       9373290092596304.0000            44202.0000                       9375689571274010.0000            27202.0000                       9374294677038614.0000            2202.0000                        9310027282936406.0000            23202.0000                       9373819447726714.0000            5202.0000                        9371395950394602.0000            8202.0000                        9371895207788658.0000            6202.0000                        9371488220917290.0000            24202.0000                       9374087048859256.0000            33202.0000                       9374868063720126.0000            7202.0000                        9371722709396486.0000            16202.0000                       9372933199916404.0000            19202.0000                       9373384967445592.0000            35202.0000                       9374988256069452.0000            31202.0000                       9374618263163184.0000            15202.0000                       9372918264067658.0000            10202.0000                       9372235838949316.0000            202.0000                         99693470229.4226                 1202.0000                        7932651715214433.0000            34202.0000                       9374872379022738.0000            22202.0000                       9373696909541166.0000            13202.0000                       9372722454964886.0000            21202.0000                       9373692635907262.0000            25202.0000                       9374092518022222.0000            41202.0000                       9375628203625788.0000            29202.0000                       9374480919338686.0000            3202.0000                        9369960583375272.0000            40202.0000                       9375602499626354.0000            4202.0000                        9371139878448074.0000            3.1416                           3.1416                           11202.0000                       9372387817861848.0000          
  32203.0000                       9374851753532938.0000            28203.0000                       9374480514769088.0000            9203.0000                        9371978599992090.0000            14203.0000                       9372917002521128.0000            38203.0000                       9375283143652752.0000            20203.0000                       9373675355130024.0000            42203.0000                       9375629379285846.0000            30203.0000                       9374483466559304.0000            18203.0000                       9373300852878066.0000            43203.0000                       9375630346339570.0000            3.1416                           3.1416                           12203.0000                       9372389634145728.0000            3.1416                           3.1416                           26203.0000                       9374094898523142.0000            17203.0000                       9373290264786176.0000            44203.0000                       9375689770861442.0000            27203.0000                       9374294924905718.0000            2203.0000                        9310090834104216.0000            23203.0000                       9373819756688312.0000            5203.0000                        9371396856788562.0000            8203.0000                        9371895867796620.0000            6203.0000                        9371488307437830.0000            24203.0000                       9374087141739626.0000            33203.0000                       9374868064010518.0000            7203.0000                        9371722710681978.0000            16203.0000                       9372933369536636.0000            19203.0000                       9373385288374178.0000            35203.0000                       9374988512703190.0000            31203.0000                       9374618524781070.0000            15203.0000                       9372918268336930.0000            10203.0000                       9372236301863030.0000            203.0000                         101374092528.4384                1203.0000                        7933165113229060.0000            34203.0000                       9374872379032528.0000            22203.0000                       9373696909546692.0000            13203.0000                       9372722797372666.0000            21203.0000                       9373692636084422.0000            25203.0000                       9374092518642850.0000            41203.0000                       9375628203649594.0000            29203.0000                       9374480922881288.0000            3203.0000                        9369961460342032.0000            40203.0000                       9375602642852764.0000            4203.0000                        9371140454025164.0000            3.1416                           3.1416                           11203.0000                       9372387817945862.0000          
  32204.0000                       9374851977403908.0000            28204.0000                       9374480516391690.0000            9204.0000                        9371978607755414.0000            14204.0000                       9372917002968308.0000            38204.0000                       9375283314206088.0000            20204.0000                       9373675602735172.0000            42204.0000                       9375629380588940.0000            30204.0000                       9374483479131376.0000            18204.0000                       9373300859907710.0000            43204.0000                       9375630347383946.0000            3.1416                           3.1416                           12204.0000                       9372389715190490.0000            3.1416                           3.1416                           26204.0000                       9374094900172658.0000            17204.0000                       9373290434289658.0000            44204.0000                       9375689970321060.0000            27204.0000                       9374295171479354.0000            2204.0000                        9310167095505588.0000            23204.0000                       9373820064753890.0000            5204.0000                        9371397763175320.0000            8204.0000                        9371896528186922.0000            6204.0000                        9371488411262478.0000            24204.0000                       9374087233091004.0000            33204.0000                       9374868064358988.0000            7204.0000                        9371722711963270.0000            16204.0000                       9372933525990110.0000            19204.0000                       9373385608051934.0000            35204.0000                       9374988768669938.0000            31204.0000                       9374618786829630.0000            15204.0000                       9372918272240560.0000            10204.0000                       9372236765190180.0000            204.0000                         103082255906.4765                1204.0000                        7933669500612993.0000            34204.0000                       9374872379042654.0000            22204.0000                       9373696909551874.0000            13204.0000                       9372723140809660.0000            21204.0000                       9373692636261574.0000            25204.0000                       9374092519257842.0000            41204.0000                       9375628203678160.0000            29204.0000                       9374480926379692.0000            3204.0000                        9369962512702144.0000            40204.0000                       9375602786433950.0000            4204.0000                        9371141025773652.0000            3.1416                           3.1416                           11204.0000                       9372387818029798.0000          
  32205.0000                       9374852200968354.0000            28205.0000                       9374480518004022.0000            9205.0000                        9371978615816874.0000            14205.0000                       9372917003407584.0000            38205.0000                       9375283484595518.0000            20205.0000                       9373675847793096.0000            42205.0000                       9375629381889406.0000            30205.0000                       9374483491699406.0000            18205.0000                       9373300866884430.0000            43205.0000                       9375630348412868.0000            3.1416                           3.1416                           12205.0000                       9372389800005136.0000            3.1416                           3.1416                           26205.0000                       9374094902089796.0000            17205.0000                       9373290601100180.0000            44205.0000                       9375690169595602.0000            27205.0000                       9374295418498538.0000            2205.0000                        9310258609187236.0000            23205.0000                       9373820372561822.0000            5205.0000                        9371398667792168.0000            8205.0000                        9371897186375588.0000            6205.0000                        9371488513011334.0000            24205.0000                       9374087322934304.0000            33205.0000                       9374868064700858.0000            7205.0000                        9371722713242050.0000            16205.0000                       9372933669192216.0000            19205.0000                       9373385927462316.0000            35205.0000                       9374989024500304.0000            31205.0000                       9374619049408002.0000            15205.0000                       9372918275781540.0000            10205.0000                       9372237228641232.0000            205.0000                         104817767279.5524                1205.0000                        7934165020123042.0000            34205.0000                       9374872379052164.0000            22205.0000                       9373696909556470.0000            13205.0000                       9372723483273058.0000            21205.0000                       9373692636438578.0000            25205.0000                       9374092519868660.0000            41205.0000                       9375628203706468.0000            29205.0000                       9374480929846710.0000            3205.0000                        9369963775534278.0000            40205.0000                       9375602930150894.0000            4205.0000                        9371141594849972.0000            3.1416                           3.1416                           11205.0000                       9372387818113600.0000          
  32206.0000                       9374852424172550.0000            28206.0000                       9374480519583530.0000            9206.0000                        9371978624137368.0000            14206.0000                       9372917003839650.0000            38206.0000                       9375283655659760.0000            20206.0000                       9373676090269394.0000            42206.0000                       9375629383181634.0000            30206.0000                       9374483504263788.0000            18206.0000                       9373300873226146.0000            43206.0000                       9375630349431452.0000            3.1416                           3.1416                           12206.0000                       9372389888654258.0000            3.1416                           3.1416                           26206.0000                       9374094904097308.0000            17206.0000                       9373290765270960.0000            44206.0000                       9375690368605030.0000            27206.0000                       9374295666406646.0000            2206.0000                        9310368425605214.0000            23206.0000                       9373820679838104.0000            5206.0000                        9371399569637866.0000            8206.0000                        9371897842735666.0000            6206.0000                        9371488613051828.0000            24206.0000                       9374087411295588.0000            33206.0000                       9374868065037548.0000            7206.0000                        9371722714519808.0000            16206.0000                       9372933800197554.0000            19206.0000                       9373386246777574.0000            35206.0000                       9374989281032878.0000            31206.0000                       9374619311917914.0000            15206.0000                       9372918279164226.0000            10206.0000                       9372237690036642.0000            206.0000                         106581392430.8186                1206.0000                        7934651715787927.0000            34206.0000                       9374872379061688.0000            22206.0000                       9373696909561264.0000            13206.0000                       9372723823591470.0000            21206.0000                       9373692636650982.0000            25206.0000                       9374092520476596.0000            41206.0000                       9375628203734750.0000            29206.0000                       9374480933294426.0000            3206.0000                        9369965290932840.0000            40206.0000                       9375603073433572.0000            4206.0000                        9371142162080342.0000            3.1416                           3.1416                           11206.0000                       9372387818197356.0000          
  32207.0000                       9374852646995594.0000            28207.0000                       9374480521052602.0000            9207.0000                        9371978630549016.0000            14207.0000                       9372917004265132.0000            38207.0000                       9375283827833240.0000            20207.0000                       9373676330118194.0000            42207.0000                       9375629384460286.0000            30207.0000                       9374483516825624.0000            18207.0000                       9373300879480218.0000            43207.0000                       9375630350458814.0000            3.1416                           3.1416                           12207.0000                       9372389981492358.0000            3.1416                           3.1416                           26207.0000                       9374094905742260.0000            17207.0000                       9373290926819014.0000            44207.0000                       9375690567415774.0000            27207.0000                       9374295913551478.0000            2207.0000                        9310477972998110.0000            23207.0000                       9373820986627096.0000            5207.0000                        9371400468924048.0000            8207.0000                        9371898498463508.0000            6207.0000                        9371488711658092.0000            24207.0000                       9374087498187344.0000            33207.0000                       9374868065370158.0000            7207.0000                        9371722716053116.0000            16207.0000                       9372933921189916.0000            19207.0000                       9373386566350804.0000            35207.0000                       9374989536351996.0000            31207.0000                       9374619573005726.0000            15207.0000                       9372918282389204.0000            10207.0000                       9372238149850418.0000            207.0000                         108373159644.1914                1207.0000                        7935129794956952.0000            34207.0000                       9374872379071790.0000            22207.0000                       9373696909566206.0000            13207.0000                       9372724163597684.0000            21207.0000                       9373692636859310.0000            25207.0000                       9374092521082760.0000            41207.0000                       9375628203768688.0000            29207.0000                       9374480936729932.0000            3207.0000                        9369967109411114.0000            40207.0000                       9375603216184918.0000            4207.0000                        9371142728335436.0000            3.1416                           3.1416                           11207.0000                       9372387818281088.0000          
