H 63
H This is a preprocessor file for the directory: m2z2m3/H5_surf
H At the time of the creation of this file there were 63 h5 files.
  M2.00Z.0020.0046001.surf.h5-cyc  M2.00Z.0020.0046001.surf.h5-age  M2.00Z.0020.0005001.surf.h5-cyc  M2.00Z.0020.0005001.surf.h5-age  M2.00Z.0020.0007001.surf.h5-cyc  M2.00Z.0020.0007001.surf.h5-age  M2.00Z.0020.0030001.surf.h5-cyc  M2.00Z.0020.0030001.surf.h5-age  M2.00Z.0020.0049001.surf.h5-cyc  M2.00Z.0020.0049001.surf.h5-age  M2.00Z.0020.0028001.surf.h5-cyc  M2.00Z.0020.0028001.surf.h5-age  M2.00Z.0020.0034001.surf.h5-cyc  M2.00Z.0020.0034001.surf.h5-age  M2.00Z.0020.0042001.surf.h5-cyc  M2.00Z.0020.0042001.surf.h5-age  M2.00Z.0020.0058001.surf.h5-cyc  M2.00Z.0020.0058001.surf.h5-age  M2.00Z.0020.0061001.surf.h5-cyc  M2.00Z.0020.0061001.surf.h5-age  M2.00Z.0020.0051001.surf.h5-cyc  M2.00Z.0020.0051001.surf.h5-age  M2.00Z.0020.0008001.surf.h5-cyc  M2.00Z.0020.0008001.surf.h5-age  M2.00Z.0020.0004001.surf.h5-cyc  M2.00Z.0020.0004001.surf.h5-age  M2.00Z.0020.0039001.surf.h5-cyc  M2.00Z.0020.0039001.surf.h5-age  M2.00Z.0020.0026001.surf.h5-cyc  M2.00Z.0020.0026001.surf.h5-age  M2.00Z.0020.0040001.surf.h5-cyc  M2.00Z.0020.0040001.surf.h5-age  M2.00Z.0020.0044001.surf.h5-cyc  M2.00Z.0020.0044001.surf.h5-age  M2.00Z.0020.0019001.surf.h5-cyc  M2.00Z.0020.0019001.surf.h5-age  M2.00Z.0020.0037001.surf.h5-cyc  M2.00Z.0020.0037001.surf.h5-age  M2.00Z.0020.0059001.surf.h5-cyc  M2.00Z.0020.0059001.surf.h5-age  M2.00Z.0020.0035001.surf.h5-cyc  M2.00Z.0020.0035001.surf.h5-age  M2.00Z.0020.0009001.surf.h5-cyc  M2.00Z.0020.0009001.surf.h5-age  M2.00Z.0020.0022001.surf.h5-cyc  M2.00Z.0020.0022001.surf.h5-age  M2.00Z.0020.0021001.surf.h5-cyc  M2.00Z.0020.0021001.surf.h5-age  M2.00Z.0020.0010001.surf.h5-cyc  M2.00Z.0020.0010001.surf.h5-age  M2.00Z.0020.0020001.surf.h5-cyc  M2.00Z.0020.0020001.surf.h5-age  M2.00Z.0020.0043001.surf.h5-cyc  M2.00Z.0020.0043001.surf.h5-age  M2.00Z.0020.0031001.surf.h5-cyc  M2.00Z.0020.0031001.surf.h5-age  M2.00Z.0020.0057001.surf.h5-cyc  M2.00Z.0020.0057001.surf.h5-age  M2.00Z.0020.0023001.surf.h5-cyc  M2.00Z.0020.0023001.surf.h5-age  M2.00Z.0020.0048001.surf.h5-cyc  M2.00Z.0020.0048001.surf.h5-age  M2.00Z.0020.0032001.surf.h5-cyc  M2.00Z.0020.0032001.surf.h5-age  M2.00Z.0020.0011001.surf.h5-cyc  M2.00Z.0020.0011001.surf.h5-age  M2.00Z.0020.0018001.surf.h5-cyc  M2.00Z.0020.0018001.surf.h5-age  M2.00Z.0020.0015001.surf.h5-cyc  M2.00Z.0020.0015001.surf.h5-age  M2.00Z.0020.0024001.surf.h5-cyc  M2.00Z.0020.0024001.surf.h5-age  M2.00Z.0020.0056001.surf.h5-cyc  M2.00Z.0020.0056001.surf.h5-age  M2.00Z.0020.0052001.surf.h5-cyc  M2.00Z.0020.0052001.surf.h5-age  M2.00Z.0020.0025001.surf.h5-cyc  M2.00Z.0020.0025001.surf.h5-age  M2.00Z.0020.0006001.surf.h5-cyc  M2.00Z.0020.0006001.surf.h5-age  M2.00Z.0020.0014001.surf.h5-cyc  M2.00Z.0020.0014001.surf.h5-age  M2.00Z.0020.0016001.surf.h5-cyc  M2.00Z.0020.0016001.surf.h5-age  M2.00Z.0020.0036001.surf.h5-cyc  M2.00Z.0020.0036001.surf.h5-age  M2.00Z.0020.0001001.surf.h5-cyc  M2.00Z.0020.0001001.surf.h5-age  M2.00Z.0020.0027001.surf.h5-cyc  M2.00Z.0020.0027001.surf.h5-age  M2.00Z.0020.0062001.surf.h5-cyc  M2.00Z.0020.0062001.surf.h5-age  M2.00Z.0020.0055001.surf.h5-cyc  M2.00Z.0020.0055001.surf.h5-age  M2.00Z.0020.0003001.surf.h5-cyc  M2.00Z.0020.0003001.surf.h5-age  M2.00Z.0020.0013001.surf.h5-cyc  M2.00Z.0020.0013001.surf.h5-age  M2.00Z.0020.0012001.surf.h5-cyc  M2.00Z.0020.0012001.surf.h5-age  M2.00Z.0020.0033001.surf.h5-cyc  M2.00Z.0020.0033001.surf.h5-age  M2.00Z.0020.0029001.surf.h5-cyc  M2.00Z.0020.0029001.surf.h5-age  M2.00Z.0020.0054001.surf.h5-cyc  M2.00Z.0020.0054001.surf.h5-age  M2.00Z.0020.0038001.surf.h5-cyc  M2.00Z.0020.0038001.surf.h5-age  M2.00Z.0020.0000001.surf.h5-cyc  M2.00Z.0020.0000001.surf.h5-age  M2.00Z.0020.0050001.surf.h5-cyc  M2.00Z.0020.0050001.surf.h5-age  M2.00Z.0020.0002001.surf.h5-cyc  M2.00Z.0020.0002001.surf.h5-age  M2.00Z.0020.0041001.surf.h5-cyc  M2.00Z.0020.0041001.surf.h5-age  M2.00Z.0020.0017001.surf.h5-cyc  M2.00Z.0020.0017001.surf.h5-age  M2.00Z.0020.0047001.surf.h5-cyc  M2.00Z.0020.0047001.surf.h5-age  M2.00Z.0020.0053001.surf.h5-cyc  M2.00Z.0020.0053001.surf.h5-age  M2.00Z.0020.0045001.surf.h5-cyc  M2.00Z.0020.0045001.surf.h5-age  M2.00Z.0020.0060001.surf.h5-cyc  M2.00Z.0020.0060001.surf.h5-age
  46284.0000                       29191378765718320.0000           5284.0000                        29122714445611656.0000           7284.0000                        29129013365689064.0000           30284.0000                       29173047789476600.0000           49284.0000                       29192771017843804.0000           28284.0000                       29170671670071872.0000           34284.0000                       29177275823365812.0000           42284.0000                       29185225559969112.0000           58284.0000                       29208029666270192.0000           61284.0000                       29213751353603504.0000           51284.0000                       29196310678976564.0000           8284.0000                        29133947350912240.0000           4284.0000                        29122557164457852.0000           39284.0000                       29182286462769788.0000           26284.0000                       29166603790105212.0000           40284.0000                       29182874395971288.0000           44284.0000                       29188611354203832.0000           19284.0000                       29155235147244596.0000           37284.0000                       29181443447332568.0000           59284.0000                       29208937043887740.0000           35284.0000                       29178795712184256.0000           9284.0000                        29134063024963340.0000           22284.0000                       29161251009665688.0000           21284.0000                       29158992230026044.0000           10284.0000                       29135476362009976.0000           20284.0000                       29156493568485804.0000           43284.0000                       29187023286368008.0000           31284.0000                       29173260111829656.0000           57284.0000                       29202609601489228.0000           23284.0000                       29163188113142528.0000           48284.0000                       29192077680670728.0000           32284.0000                       29173980881525748.0000           11284.0000                       29140061961430348.0000           18284.0000                       29155051287750092.0000           15284.0000                       29147688261422088.0000           24284.0000                       29164952732744100.0000           56284.0000                       29201974374340100.0000           52284.0000                       29197982698376768.0000           25284.0000                       29165202576536424.0000           6284.0000                        29125202526367600.0000           14284.0000                       29144982798574032.0000           16284.0000                       29150533446572784.0000           36284.0000                       29180160699592760.0000           1284.0000                        22729556042223580.0000           27284.0000                       29168745072470912.0000           62284.0000                       29217672392045760.0000           55284.0000                       29201968350130572.0000           3284.0000                        29120811899863564.0000           13284.0000                       29143902725142484.0000           12284.0000                       29143372407785048.0000           33284.0000                       29175577820869856.0000           29284.0000                       29172342970453988.0000           54284.0000                       29200846499295064.0000           38284.0000                       29182276190375164.0000           284.0000                         320638898251.5198                50284.0000                       29194351703345392.0000           2284.0000                        28946969342444496.0000           41284.0000                       29182877768733360.0000           17284.0000                       29152919758473100.0000           47284.0000                       29192064662995328.0000           53284.0000                       29199472542398368.0000           45284.0000                       29190046362976672.0000           60284.0000                       29213049593007960.0000         
  46285.0000                       29191380057606340.0000           5285.0000                        29122714458769816.0000           7285.0000                        29129020130786696.0000           30285.0000                       29173047789506560.0000           49285.0000                       29192771017864284.0000           28285.0000                       29170673472362284.0000           34285.0000                       29177277396653640.0000           42285.0000                       29185227497312316.0000           58285.0000                       29208032474282532.0000           61285.0000                       29213751566467768.0000           51285.0000                       29196312461548436.0000           8285.0000                        29133947354332196.0000           4285.0000                        29122557238410604.0000           39285.0000                       29182286492314924.0000           26285.0000                       29166603790133820.0000           40285.0000                       29182874395977340.0000           44285.0000                       29188612854651496.0000           19285.0000                       29155235184732408.0000           37285.0000                       29181444700696480.0000           59285.0000                       29208937068064140.0000           35285.0000                       29178797166887156.0000           9285.0000                        29134064732846216.0000           22285.0000                       29161253101501784.0000           21285.0000                       29158994768615592.0000           10285.0000                       29135484752358712.0000           20285.0000                       29156493568488200.0000           43285.0000                       29187024966010708.0000           31285.0000                       29173265804707176.0000           57285.0000                       29202615036328088.0000           23285.0000                       29163189931542684.0000           48285.0000                       29192077720199936.0000           32285.0000                       29173980881530352.0000           11285.0000                       29140065607396436.0000           18285.0000                       29155053400618160.0000           15285.0000                       29147691494919148.0000           24285.0000                       29164954472996004.0000           56285.0000                       29201974389160468.0000           52285.0000                       29197984287137036.0000           25285.0000                       29165202584305068.0000           6285.0000                        29125202526402768.0000           14285.0000                       29144982798585448.0000           16285.0000                       29150536039180248.0000           36285.0000                       29180162003185152.0000           1285.0000                        22730030557378468.0000           27285.0000                       29168747210338888.0000           62285.0000                       29217672459400348.0000           55285.0000                       29201968360423120.0000           3285.0000                        29120811926900276.0000           13285.0000                       29143902737709884.0000           12285.0000                       29143375474777084.0000           33285.0000                       29175579652028144.0000           29285.0000                       29172344571990380.0000           54285.0000                       29200847820949808.0000           38285.0000                       29182276191150260.0000           285.0000                         325701636173.4323                50285.0000                       29194353916887176.0000           2285.0000                        28948792019115844.0000           41285.0000                       29182878061701748.0000           17285.0000                       29152921986348516.0000           47285.0000                       29192064663075864.0000           53285.0000                       29199473974602264.0000           45285.0000                       29190047736422364.0000           60285.0000                       29213053464678024.0000         
  46286.0000                       29191381346963564.0000           5286.0000                        29122714471763168.0000           7286.0000                        29129026869195072.0000           30286.0000                       29173047789536036.0000           49286.0000                       29192771017885324.0000           28286.0000                       29170675273006576.0000           34286.0000                       29177278973006588.0000           42286.0000                       29185229429500892.0000           58286.0000                       29208035287625588.0000           61286.0000                       29213751776615384.0000           51286.0000                       29196314242815852.0000           8286.0000                        29133947357721632.0000           4286.0000                        29122557311721116.0000           39286.0000                       29182286521007544.0000           26286.0000                       29166603790161296.0000           40286.0000                       29182874395984240.0000           44286.0000                       29188614356907136.0000           19286.0000                       29155235222032908.0000           37286.0000                       29181445956168316.0000           59286.0000                       29208937091771936.0000           35286.0000                       29178798624515784.0000           9286.0000                        29134066478551316.0000           22286.0000                       29161255191707964.0000           21286.0000                       29158997310100592.0000           10286.0000                       29135493076888656.0000           20286.0000                       29156493568490500.0000           43286.0000                       29187026643929580.0000           31286.0000                       29173271808635928.0000           57286.0000                       29202620554467792.0000           23286.0000                       29163191745049824.0000           48286.0000                       29192077760687384.0000           32286.0000                       29173980881535200.0000           11286.0000                       29140069243269772.0000           18286.0000                       29155055520744136.0000           15286.0000                       29147694722656828.0000           24286.0000                       29164956213257852.0000           56286.0000                       29201974403463260.0000           52286.0000                       29197985876969556.0000           25286.0000                       29165202592320536.0000           6286.0000                        29125202526440524.0000           14286.0000                       29144982798598124.0000           16286.0000                       29150538634104456.0000           36286.0000                       29180163305681120.0000           1286.0000                        22730505098790900.0000           27286.0000                       29168749340763336.0000           62286.0000                       29217672525585344.0000           55286.0000                       29201968370608828.0000           3286.0000                        29120811953725292.0000           13286.0000                       29143902750228696.0000           12286.0000                       29143378536320452.0000           33286.0000                       29175581481038248.0000           29286.0000                       29172346173327104.0000           54286.0000                       29200849146757756.0000           38286.0000                       29182276191903832.0000           286.0000                         330850914395.4526                50286.0000                       29194356130348176.0000           2286.0000                        28950419997986656.0000           41286.0000                       29182878395879212.0000           17286.0000                       29152924212837648.0000           47286.0000                       29192064663154940.0000           53286.0000                       29199475405279912.0000           45286.0000                       29190049108915788.0000           60286.0000                       29213057325156864.0000         
  46287.0000                       29191382635334700.0000           5287.0000                        29122714484640616.0000           7287.0000                        29129033589264896.0000           30287.0000                       29173047789565104.0000           49287.0000                       29192771017907116.0000           28287.0000                       29170677067272216.0000           34287.0000                       29177280555548648.0000           42287.0000                       29185231357472456.0000           58287.0000                       29208038102103032.0000           61287.0000                       29213751984346760.0000           51287.0000                       29196316020671664.0000           8287.0000                        29133947361092408.0000           4287.0000                        29122557384504436.0000           39287.0000                       29182286549339848.0000           26287.0000                       29166603790188244.0000           40287.0000                       29182874395992180.0000           44287.0000                       29188615859273612.0000           19287.0000                       29155235259257968.0000           37287.0000                       29181447210056400.0000           59287.0000                       29208937115109928.0000           35287.0000                       29178800080825412.0000           9287.0000                        29134068267014464.0000           22287.0000                       29161257281179372.0000           21287.0000                       29158999851707872.0000           10287.0000                       29135501347005548.0000           20287.0000                       29156493568492772.0000           43287.0000                       29187028319245572.0000           31287.0000                       29173278142540952.0000           57287.0000                       29202626165427440.0000           23287.0000                       29163193550792568.0000           48287.0000                       29192077802248160.0000           32287.0000                       29173980881540308.0000           11287.0000                       29140072864585792.0000           18287.0000                       29155057642668712.0000           15287.0000                       29147697942590748.0000           24287.0000                       29164957953516284.0000           56287.0000                       29201974417604444.0000           52287.0000                       29197987470147632.0000           25287.0000                       29165202600480640.0000           6287.0000                        29125202526483616.0000           14287.0000                       29144982798612392.0000           16287.0000                       29150541228338324.0000           36287.0000                       29180164605899208.0000           1287.0000                        22730980487443356.0000           27287.0000                       29168751462037240.0000           62287.0000                       29217672590646928.0000           55287.0000                       29201968380682092.0000           3287.0000                        29120811980381984.0000           13287.0000                       29143902762709812.0000           12287.0000                       29143381596847776.0000           33287.0000                       29175583315250264.0000           29287.0000                       29172347777546340.0000           54287.0000                       29200850473055360.0000           38287.0000                       29182276192639804.0000           287.0000                         336083652575.5616                50287.0000                       29194358344665888.0000           2287.0000                        28951881777248472.0000           41287.0000                       29182878780714376.0000           17287.0000                       29152926438509464.0000           47287.0000                       29192064663232636.0000           53287.0000                       29199476834343240.0000           45287.0000                       29190050482370396.0000           60287.0000                       29213061184652632.0000         
  46288.0000                       29191383927335692.0000           5288.0000                        29122714497443344.0000           7288.0000                        29129040298712772.0000           30288.0000                       29173047789593856.0000           49288.0000                       29192771017929960.0000           28288.0000                       29170678855315696.0000           34288.0000                       29177282144026128.0000           42288.0000                       29185233288798708.0000           58288.0000                       29208040917703080.0000           61288.0000                       29213752189963480.0000           51288.0000                       29196317795843088.0000           8288.0000                        29133947364449548.0000           4288.0000                        29122557456861164.0000           39288.0000                       29182286577498100.0000           26288.0000                       29166603790215092.0000           40288.0000                       29182874396000932.0000           44288.0000                       29188617367855168.0000           19288.0000                       29155235296482280.0000           37288.0000                       29181448461368024.0000           59288.0000                       29208937138156460.0000           35288.0000                       29178801538031268.0000           9288.0000                        29134070099890432.0000           22288.0000                       29161259367803480.0000           21288.0000                       29159002392136672.0000           10288.0000                       29135509595027708.0000           20288.0000                       29156493568495052.0000           43288.0000                       29187029990274316.0000           31288.0000                       29173284853481236.0000           57288.0000                       29202631938544012.0000           23288.0000                       29163195355317292.0000           48288.0000                       29192077845092096.0000           32288.0000                       29173980881545684.0000           11288.0000                       29140076481605076.0000           18288.0000                       29155059759286812.0000           15288.0000                       29147701162853392.0000           24288.0000                       29164959695799448.0000           56288.0000                       29201974431281440.0000           52288.0000                       29197989062081116.0000           25288.0000                       29165202608748552.0000           6288.0000                        29125202526530452.0000           14288.0000                       29144982798627996.0000           16288.0000                       29150543820118972.0000           36288.0000                       29180165908963540.0000           1288.0000                        22731456767383192.0000           27288.0000                       29168753580253248.0000           62288.0000                       29217672654637476.0000           55288.0000                       29201968390692296.0000           3288.0000                        29120812006907724.0000           13288.0000                       29143902775165828.0000           12288.0000                       29143384652682944.0000           33288.0000                       29175585151130384.0000           29288.0000                       29172349379756636.0000           54288.0000                       29200851796833052.0000           38288.0000                       29182276193353500.0000           288.0000                         341387338265.9915                50288.0000                       29194360559504640.0000           2288.0000                        28953212613517692.0000           41288.0000                       29182879229675280.0000           17288.0000                       29152928658253860.0000           47288.0000                       29192064663308960.0000           53288.0000                       29199478265031608.0000           45288.0000                       29190051851200920.0000           60288.0000                       29213065038484896.0000         
  46289.0000                       29191385218857496.0000           5289.0000                        29122714510205764.0000           7289.0000                        29129047024082784.0000           30289.0000                       29173047789622352.0000           49289.0000                       29192771017953856.0000           28289.0000                       29170680635456724.0000           34289.0000                       29177283735915392.0000           42289.0000                       29185235221801048.0000           58289.0000                       29208043738021320.0000           61289.0000                       29213752393761276.0000           51289.0000                       29196319569703120.0000           8289.0000                        29133947367783480.0000           4289.0000                        29122557528879244.0000           39289.0000                       29182286605481968.0000           26289.0000                       29166603790242100.0000           40289.0000                       29182874396010488.0000           44289.0000                       29188618883370772.0000           19289.0000                       29155235337747756.0000           37289.0000                       29181449712428404.0000           59289.0000                       29208937160976680.0000           35289.0000                       29178803000229064.0000           9289.0000                        29134071965833088.0000           22289.0000                       29161261447476324.0000           21289.0000                       29159004924437872.0000           10289.0000                       29135517806566936.0000           20289.0000                       29156493568497372.0000           43289.0000                       29187031661012044.0000           31289.0000                       29173291831647536.0000           57289.0000                       29202637893306808.0000           23289.0000                       29163197164348704.0000           48289.0000                       29192077888621888.0000           32289.0000                       29173980881551344.0000           11289.0000                       29140080118045124.0000           18289.0000                       29155061873167300.0000           15289.0000                       29147704379867876.0000           24289.0000                       29164961440580012.0000           56289.0000                       29201974444574852.0000           52289.0000                       29197990651461684.0000           25289.0000                       29165202617148252.0000           6289.0000                        29125202526572532.0000           14289.0000                       29144982798644196.0000           16289.0000                       29150546408723396.0000           36289.0000                       29180167211679680.0000           1289.0000                        22731932885758796.0000           27289.0000                       29168755692003012.0000           62289.0000                       29217672717634840.0000           55289.0000                       29201968400554520.0000           3289.0000                        29120812033335204.0000           13289.0000                       29143902787602480.0000           12289.0000                       29143387705988184.0000           33289.0000                       29175586982426508.0000           29289.0000                       29172350980241720.0000           54289.0000                       29200853121107800.0000           38289.0000                       29182276194056908.0000           289.0000                         346766931314.9503                50289.0000                       29194362771393396.0000           2289.0000                        28954444237845920.0000           41289.0000                       29182879762212932.0000           17289.0000                       29152930875560012.0000           47289.0000                       29192064663383532.0000           53289.0000                       29199479692989712.0000           45289.0000                       29190053218297504.0000           60289.0000                       29213068884837284.0000         
  46290.0000                       29191386510851952.0000           5290.0000                        29122714522951596.0000           7290.0000                        29129053735682552.0000           30290.0000                       29173047789650648.0000           49290.0000                       29192771017978876.0000           28290.0000                       29170682413018564.0000           34290.0000                       29177285328409632.0000           42290.0000                       29185237155381784.0000           58290.0000                       29208046556787712.0000           61290.0000                       29213752596026988.0000           51290.0000                       29196321341684028.0000           8290.0000                        29133947371085820.0000           4290.0000                        29122557600636132.0000           39290.0000                       29182286633412188.0000           26290.0000                       29166603790269532.0000           40290.0000                       29182874396021356.0000           44290.0000                       29188620399336028.0000           19290.0000                       29155235378745752.0000           37290.0000                       29181450961454116.0000           59290.0000                       29208937183625212.0000           35290.0000                       29178804460937964.0000           9290.0000                        29134073859782276.0000           22290.0000                       29161263526732048.0000           21290.0000                       29159007452733452.0000           10290.0000                       29135525987922404.0000           20290.0000                       29156493568499756.0000           43290.0000                       29187033334529632.0000           31290.0000                       29173298926543364.0000           57290.0000                       29202644051826600.0000           23290.0000                       29163198976669996.0000           48290.0000                       29192077932299096.0000           32290.0000                       29173980881557304.0000           11290.0000                       29140083762235608.0000           18290.0000                       29155063989527228.0000           15290.0000                       29147707598629512.0000           24290.0000                       29164963178929960.0000           56290.0000                       29201974457535968.0000           52290.0000                       29197992235878964.0000           25290.0000                       29165202625737488.0000           6290.0000                        29125202526615152.0000           14290.0000                       29144982798660104.0000           16290.0000                       29150548992041524.0000           36290.0000                       29180168512914316.0000           1290.0000                        22732407536054268.0000           27290.0000                       29168757797046148.0000           62290.0000                       29217672767680324.0000           55290.0000                       29201968410367340.0000           3290.0000                        29120812059692948.0000           13290.0000                       29143902800026168.0000           12290.0000                       29143390764988428.0000           33290.0000                       29175588809697192.0000           29290.0000                       29172352577056092.0000           54290.0000                       29200854447723228.0000           38290.0000                       29182276194743888.0000           290.0000                         352225481604.5706                50290.0000                       29194364982910704.0000           2290.0000                        28955602468996848.0000           41290.0000                       29182880401258116.0000           17290.0000                       29152933094071868.0000           47290.0000                       29192064663456320.0000           53290.0000                       29199481118515992.0000           45290.0000                       29190054583592352.0000           60290.0000                       29213072721262508.0000         
  46291.0000                       29191387805139168.0000           5291.0000                        29122714535664324.0000           7291.0000                        29129060421866376.0000           30291.0000                       29173047789678800.0000           49291.0000                       29192771018004236.0000           28291.0000                       29170684192475496.0000           34291.0000                       29177286921819676.0000           42291.0000                       29185239090135232.0000           58291.0000                       29208049369711212.0000           61291.0000                       29213752797027024.0000           51291.0000                       29196323113718712.0000           8291.0000                        29133947375048628.0000           4291.0000                        29122557672200484.0000           39291.0000                       29182286661609124.0000           26291.0000                       29166603790297648.0000           40291.0000                       29182874396033696.0000           44291.0000                       29188621914800572.0000           19291.0000                       29155235419604380.0000           37291.0000                       29181452208794468.0000           59291.0000                       29208937206148440.0000           35291.0000                       29178805916481160.0000           9291.0000                        29134075788939516.0000           22291.0000                       29161265602320144.0000           21291.0000                       29159009982516824.0000           10291.0000                       29135534123092188.0000           20291.0000                       29156493568502224.0000           43291.0000                       29187035004459824.0000           31291.0000                       29173306182779644.0000           57291.0000                       29202650376384896.0000           23291.0000                       29163200791646584.0000           48291.0000                       29192077976691052.0000           32291.0000                       29173980881563572.0000           11291.0000                       29140087392623968.0000           18291.0000                       29155066107284412.0000           15291.0000                       29147710823224668.0000           24291.0000                       29164964913941288.0000           56291.0000                       29201974470217056.0000           52291.0000                       29197993817775024.0000           25291.0000                       29165202634587348.0000           6291.0000                        29125202526660752.0000           14291.0000                       29144982798676568.0000           16291.0000                       29150551570723376.0000           36291.0000                       29180169813146948.0000           1291.0000                        22732882427474536.0000           27291.0000                       29168759903883200.0000           62291.0000                       29217672827734904.0000           55291.0000                       29201968420124104.0000           3291.0000                        29120812086005988.0000           13291.0000                       29143902812442800.0000           12291.0000                       29143393827939380.0000           33291.0000                       29175590632562352.0000           29291.0000                       29172354173085288.0000           54291.0000                       29200855777688680.0000           38291.0000                       29182276195417924.0000           291.0000                         357764956870.9562                50291.0000                       29194367194112688.0000           2291.0000                        28956709118093348.0000           41291.0000                       29182881168112336.0000           17291.0000                       29152935307200828.0000           47291.0000                       29192064663527436.0000           53291.0000                       29199482544381096.0000           45291.0000                       29190055946735368.0000           60291.0000                       29213076553649904.0000         
  46292.0000                       29191389096436480.0000           5292.0000                        29122714548369568.0000           7292.0000                        29129067092666448.0000           30292.0000                       29173047789706880.0000           49292.0000                       29192771018029824.0000           28292.0000                       29170685973839596.0000           34292.0000                       29177288515483660.0000           42292.0000                       29185241031078084.0000           58292.0000                       29208052176800920.0000           61292.0000                       29213752997045148.0000           51292.0000                       29196324887626352.0000           8292.0000                        29133947378912564.0000           4292.0000                        29122557743633264.0000           39292.0000                       29182286690279868.0000           26292.0000                       29166603790326560.0000           40292.0000                       29182874396047572.0000           44292.0000                       29188623428140304.0000           19292.0000                       29155235460434188.0000           37292.0000                       29181453457858580.0000           59292.0000                       29208937228586144.0000           35292.0000                       29178807370051344.0000           9292.0000                        29134077755539108.0000           22292.0000                       29161267679013040.0000           21292.0000                       29159012504715320.0000           10292.0000                       29135542191765096.0000           20292.0000                       29156493568504788.0000           43292.0000                       29187036675793100.0000           31292.0000                       29173313586296580.0000           57292.0000                       29202656848464332.0000           23292.0000                       29163202608113772.0000           48292.0000                       29192078022447600.0000           32292.0000                       29173980881570164.0000           11292.0000                       29140091021875440.0000           18292.0000                       29155068222127792.0000           15292.0000                       29147714042156976.0000           24292.0000                       29164966646463840.0000           56292.0000                       29201974482662824.0000           52292.0000                       29197995402711044.0000           25292.0000                       29165202643618224.0000           6292.0000                        29125202526704844.0000           14292.0000                       29144982798694116.0000           16292.0000                       29150554148142548.0000           36292.0000                       29180171113731380.0000           1292.0000                        22733358072295760.0000           27292.0000                       29168762017863280.0000           62292.0000                       29217672886706332.0000           55292.0000                       29201968429814096.0000           3292.0000                        29120812112296396.0000           13292.0000                       29143902824854944.0000           12292.0000                       29143396887695328.0000           33292.0000                       29175592452449060.0000           29292.0000                       29172355771213876.0000           54292.0000                       29200857112658552.0000           38292.0000                       29182276196080336.0000           292.0000                         363385503280.8340                50292.0000                       29194369391932152.0000           2292.0000                        28957782339242188.0000           41292.0000                       29182882088337400.0000           17292.0000                       29152937520465152.0000           47292.0000                       29192064663596668.0000           53292.0000                       29199483971281648.0000           45292.0000                       29190057309937776.0000           60292.0000                       29213080380299376.0000         
  46293.0000                       29191390384348712.0000           5293.0000                        29122714563615860.0000           7293.0000                        29129073758325572.0000           30293.0000                       29173047789734952.0000           49293.0000                       29192771018056476.0000           28293.0000                       29170687758246212.0000           34293.0000                       29177290113948964.0000           42293.0000                       29185242973788740.0000           58293.0000                       29208054977876484.0000           61293.0000                       29213753196337580.0000           51293.0000                       29196326663282556.0000           8293.0000                        29133947382677748.0000           4293.0000                        29122557814989216.0000           39293.0000                       29182286719403508.0000           26293.0000                       29166603790355508.0000           40293.0000                       29182874396062884.0000           44293.0000                       29188624939130632.0000           19293.0000                       29155235503585876.0000           37293.0000                       29181454708542132.0000           59293.0000                       29208937250973172.0000           35293.0000                       29178808822941952.0000           9293.0000                        29134079764822572.0000           22293.0000                       29161269754395624.0000           21293.0000                       29159015020915332.0000           10293.0000                       29135550205133724.0000           20293.0000                       29156493568507444.0000           43293.0000                       29187038348552992.0000           31293.0000                       29173321031724928.0000           57293.0000                       29202663609446996.0000           23293.0000                       29163204425312568.0000           48293.0000                       29192078069570636.0000           32293.0000                       29173980881577076.0000           11293.0000                       29140094662591352.0000           18293.0000                       29155070338502572.0000           15293.0000                       29147717258597500.0000           24293.0000                       29164968377431248.0000           56293.0000                       29201974494913456.0000           52293.0000                       29197996983658060.0000           25293.0000                       29165202652794796.0000           6293.0000                        29125202526752660.0000           14293.0000                       29144982798711920.0000           16293.0000                       29150556725146500.0000           36293.0000                       29180172420153680.0000           1293.0000                        22733833992708440.0000           27293.0000                       29168764136456624.0000           62293.0000                       29217672944684052.0000           55293.0000                       29201968439437308.0000           3293.0000                        29120812138585176.0000           13293.0000                       29143902839749516.0000           12293.0000                       29143399946840096.0000           33293.0000                       29175594276713008.0000           29293.0000                       29172357361250052.0000           54293.0000                       29200858447266652.0000           38293.0000                       29182276196732076.0000           293.0000                         369088477008.3756                50293.0000                       29194371580183780.0000           2293.0000                        28958836859923248.0000           41293.0000                       29182883192607476.0000           17293.0000                       29152939737615980.0000           47293.0000                       29192064663664176.0000           53293.0000                       29199485393962228.0000           45293.0000                       29190058675030684.0000           60293.0000                       29213084209398976.0000         
